estado,municipio,Accesibilidad al espacio público abierto,Acceso a Internet,Acceso a agua mejorada,Aglomeración económica,CALIDAD DE VIDA,Calidad del aire,Capacidad institucional y ﬁnanzas municipales,Coeﬁciente de Gini,Concentraciones de material particulado,Concentración de CO2,Crecimiento económico,Densidad de la interconexión vial,Densidad de médicos,Densidad económica,Densidad poblacional,Densidad vial,Desempleo juvenil,Deuda subnacional,EQUIDAD E INCLUSIÓN SOCIAL,Educación,Empleo,Energía,Equidad económica,Espacio habitable suﬁciente,Espacio público,Esperanza de vida al nacer,Eﬁciencia del gasto local,Eﬁciencia en el uso de suelo,Fatalidades de tránsito,Forma urbana,GOBERNANZA Y LEGISLACIÓN URBANA,Gobernanza de la urbanización,INFRAESTRUCTURA DE DESARROLLO,Inclusión de género,Inclusión social,Infraestructura de comunicaciones,Infraestructura de vivienda,Infraestructura social,Inscripción equitativa en educación a nivel secundario,Longitud de transporte masivo,Manejo de residuos,Movilidad urbana,Número de estaciones de monitoreo,PRODUCTIVIDAD,Participación electoral,Participación y rendición de cuentas,Producto urbano per cápita,Promedio de años de escolaridad,Proporción de generación de energía renovable,Recaudación de ingresos propios,Recolección de residuos sólidos,Relación de dependencia de la tercera edad,Relación empleo-población,SOSTENIBILIDAD AMBIENTAL,Salud,Seguridad y protección,Superﬁcie destinada a vías,Tasa de alfabetización,Tasa de desempleo,Tasa de homicidios,Tasa de mortalidad de menores de 5 años,Tasa de pobreza,Tratamiento de aguas residuales,Velocidad de banda ancha promedio,Vivienda durable,Viviendas en barrios precarios,Áreas verdes per cápita
Estado de México,Chiconcuac,46.44,25.52,87.26,49.17,60.99,53.04,30.4,69.89,60.0,46.08,35.68,100.0,24.84,49.17,25.08,78.15,88.81,0.0,78.41,73.04,64.32,0.0,47.57,100.0,26.2,73.27,91.2,0.0,0.0,73.37,31.45,0.0,42.79,99.88,87.77,39.81,75.92,24.84,99.88,0.0,85.71,0.0,,49.72,63.94,63.94,9.68,48.93,0.0,0.0,85.71,61.68,47.77,69.38,86.64,58.09,41.97,97.16,80.86,58.09,100.0,25.26,0.0,54.1,91.35,86.74,5.95
Estado de México,Chimalhuacán,57.9,25.08,87.24,50.58,58.37,53.04,27.37,72.34,60.0,46.08,36.46,100.0,25.96,50.58,98.91,43.61,72.94,0.0,73.2,68.35,55.12,0.0,48.7,100.0,32.02,73.27,82.12,86.46,100.0,70.53,48.88,86.46,56.47,93.41,77.49,39.59,89.87,25.96,93.41,12.8,90.23,56.4,,47.39,32.81,32.81,0.0,41.71,0.0,0.0,97.78,72.92,44.27,71.63,72.78,60.34,67.99,94.98,65.97,60.34,72.28,25.06,82.68,54.1,73.34,82.05,6.15
Estado de México,Coacalco de Berriozábal,91.5,56.99,99.16,62.91,66.41,68.69,57.65,59.74,60.0,46.08,33.81,100.0,39.48,62.91,89.98,86.38,63.84,64.33,76.64,80.09,52.87,0.0,52.13,100.0,50.82,73.27,95.06,60.51,84.58,82.47,54.98,60.51,65.56,96.31,81.47,55.54,97.23,39.48,96.31,21.56,63.01,53.07,100.0,49.86,46.77,46.77,14.44,62.0,0.0,13.56,98.92,53.17,42.63,65.85,70.91,63.83,61.05,98.19,63.12,63.83,68.55,44.52,27.1,54.1,99.77,99.1,10.14
Estado de México,Coyotepec,44.86,22.81,96.7,42.25,68.55,53.04,24.41,69.08,60.0,46.08,30.39,87.53,10.4,42.25,21.77,33.27,81.84,0.0,77.95,69.59,58.32,0.0,48.8,100.0,72.43,73.27,73.22,24.17,100.0,52.22,32.93,24.17,45.16,99.32,85.75,38.45,74.75,10.4,99.32,0.0,50.48,50.0,,43.66,50.21,50.21,0.0,44.93,0.0,0.0,90.87,60.79,40.62,51.76,86.64,45.53,35.85,94.25,76.03,45.53,100.0,28.52,10.09,54.1,80.52,89.66,100.0
Estado de México,Cuautitlán,62.84,53.87,98.86,72.38,64.22,68.69,55.24,53.34,60.0,46.08,59.6,100.0,52.82,72.38,40.25,73.48,73.6,39.84,72.02,79.91,59.26,0.0,49.46,100.0,56.68,73.27,94.96,65.14,100.0,76.11,56.91,65.14,66.54,80.56,86.04,53.98,84.58,52.82,80.56,30.41,53.43,65.2,100.0,63.75,50.36,50.36,43.81,61.07,0.0,30.91,98.95,75.39,45.91,61.06,51.85,68.44,54.86,98.74,72.61,68.44,30.43,45.57,7.91,54.1,99.23,98.49,50.51
Estado de México,Cuautitlán Izcalli,58.58,55.68,94.8,73.52,77.19,53.04,45.25,57.17,60.0,46.08,52.07,100.0,29.78,73.52,40.77,52.27,67.61,13.89,72.37,79.53,52.54,0.0,50.97,100.0,77.2,73.27,94.85,34.77,100.0,68.64,43.42,34.77,57.31,83.67,82.47,54.89,83.23,29.78,83.67,0.0,74.94,50.0,,59.38,50.25,50.25,48.17,61.14,0.0,27.02,98.84,55.97,41.23,63.99,86.64,65.4,53.66,97.93,63.85,65.4,100.0,44.78,51.05,54.1,97.34,97.33,95.82
Estado de México,Ecatepec de Morelos,79.11,25.75,93.47,67.45,61.46,38.69,35.7,61.66,40.0,46.08,45.8,53.08,54.37,67.45,93.95,69.95,67.18,7.11,67.2,83.01,64.98,0.0,52.63,100.0,47.19,70.86,100.0,0.0,100.0,67.13,25.77,0.0,61.69,95.52,53.45,34.6,93.22,54.37,95.52,18.25,61.02,59.12,30.0,59.41,41.6,41.6,25.64,69.86,0.0,0.0,98.08,65.96,55.05,33.24,63.29,52.36,78.38,96.16,74.92,52.36,55.72,43.59,23.96,43.44,85.45,39.72,15.28
Estado de México,Huehuetoca,76.11,9.04,98.0,54.62,67.38,28.69,46.42,63.09,40.0,46.08,53.01,100.0,29.18,54.62,46.68,81.04,69.58,0.0,77.0,81.34,65.93,0.0,53.62,100.0,68.49,70.86,98.0,0.0,100.0,82.23,30.76,0.0,62.04,96.07,81.3,26.24,85.34,29.18,96.07,74.39,52.3,87.2,0.0,57.85,45.87,45.87,14.47,66.29,0.0,41.27,92.8,91.54,54.33,27.0,65.06,54.64,65.65,96.39,77.52,54.64,59.27,44.16,11.8,43.44,96.68,93.02,60.87
Estado de México,Hueypoxtla,44.85,10.95,93.9,31.84,66.03,53.04,29.43,71.91,60.0,46.08,26.2,67.14,35.71,31.84,12.21,22.32,70.31,0.0,74.09,63.94,47.58,0.0,47.63,100.0,72.42,73.27,88.29,0.0,50.04,42.16,32.43,0.0,41.69,96.01,78.62,32.52,73.04,35.71,96.01,0.0,76.73,25.02,,35.21,67.86,67.86,0.0,36.93,0.0,0.0,76.73,52.41,31.93,64.89,70.82,56.94,37.04,90.94,63.23,56.94,68.37,23.36,0.0,54.1,86.04,86.93,100.0
Estado de México,Huixquilucan,47.81,56.32,96.22,65.91,76.35,53.04,55.11,35.85,60.0,46.08,39.96,98.07,22.84,65.91,30.79,59.57,80.64,33.19,75.33,79.09,64.93,0.0,44.52,100.0,73.9,73.27,82.53,65.76,100.0,70.29,57.97,65.76,55.88,94.05,87.43,55.21,81.04,22.84,94.05,0.0,57.82,50.0,,56.93,53.05,53.05,33.26,61.29,0.0,49.62,98.56,46.66,50.74,55.43,86.64,65.77,53.22,96.89,79.11,65.77,100.0,53.19,17.08,54.1,97.16,94.23,100.0
Estado de México,Ixtapaluca,59.12,38.42,87.56,60.22,65.36,53.04,5.03,57.33,60.0,46.08,43.87,100.0,39.59,60.22,55.58,88.86,77.44,15.09,74.73,72.76,57.46,0.0,43.06,100.0,49.97,73.27,0.0,65.79,100.0,85.26,38.93,65.79,60.59,99.54,81.57,46.26,81.82,39.59,99.54,0.0,55.66,50.0,,53.85,45.96,45.96,15.38,49.07,0.0,0.0,97.52,72.37,45.5,54.35,70.1,68.62,66.92,96.44,69.42,68.62,66.93,28.8,13.81,54.1,84.14,85.69,40.82
Estado de México,Ixtlahuaca,36.33,7.52,67.72,49.17,66.24,23.04,30.07,43.21,0.0,46.08,31.31,26.83,36.8,49.17,15.0,0.0,76.15,0.0,65.37,63.24,49.34,0.0,33.35,100.0,36.77,73.27,90.2,0.0,100.0,16.56,27.38,0.0,49.67,96.44,66.32,30.81,64.17,36.8,96.44,,30.01,100.0,,43.27,52.06,52.06,5.81,37.21,0.0,0.0,50.86,56.82,32.94,17.68,67.62,97.33,22.87,89.27,65.74,97.33,61.97,23.5,9.16,54.1,73.94,56.49,37.21
Estado de México,Jaltenco,60.07,36.62,99.0,46.51,65.03,53.04,30.03,63.89,60.0,46.08,29.85,100.0,33.67,46.51,43.15,63.46,70.0,0.0,72.21,74.73,53.63,0.0,46.54,100.0,37.52,73.27,90.09,19.94,91.06,68.15,35.89,19.94,55.23,86.84,83.24,45.36,83.46,33.67,86.84,0.0,97.14,45.53,,43.33,57.69,57.69,0.0,52.07,0.0,0.0,97.14,59.7,42.37,75.09,74.02,73.84,40.99,97.39,64.88,73.84,74.78,29.2,0.0,54.1,91.69,96.48,14.96
Estado de México,La Paz,51.33,27.72,75.2,70.66,59.46,53.04,28.18,65.94,60.0,46.08,50.37,100.0,39.34,70.66,62.68,97.48,31.4,0.0,61.48,71.08,57.88,0.0,47.92,100.0,50.57,73.27,84.54,18.86,100.0,87.21,30.64,18.86,60.95,82.58,53.94,40.91,78.99,39.34,82.58,16.6,98.11,58.3,,59.64,44.87,44.87,35.21,46.21,0.0,0.0,98.11,65.53,47.96,75.58,64.33,51.87,64.15,95.94,67.8,51.87,55.39,29.91,0.0,54.1,78.07,76.49,49.82
Estado de México,Lerma,,14.83,97.33,80.3,70.66,15.36,43.35,49.51,0.0,46.08,62.68,71.33,38.69,80.3,38.29,27.98,76.98,23.19,67.63,79.26,67.0,0.0,43.9,100.0,88.54,70.86,91.0,0.0,100.0,46.18,34.24,0.0,48.83,89.14,69.86,29.14,80.16,38.69,89.14,0.0,81.89,50.0,0.0,69.99,59.35,59.35,60.49,65.14,0.0,15.87,87.37,64.87,51.8,32.41,61.57,53.28,39.23,93.38,82.19,53.28,52.28,38.29,76.4,43.44,85.02,62.74,77.09
Estado de México,Melchor Ocampo,44.23,32.32,96.66,45.53,70.52,53.04,44.75,61.37,60.0,46.08,31.95,100.0,20.93,45.53,33.69,58.99,78.51,52.11,75.1,72.6,57.06,0.0,46.32,100.0,46.0,73.27,77.88,14.95,100.0,67.83,37.96,14.95,51.98,94.72,84.25,43.21,77.91,20.93,94.72,0.0,94.28,50.0,,44.85,54.19,54.19,0.0,49.43,0.0,4.26,94.28,63.91,42.39,73.66,84.39,79.09,44.49,95.77,71.73,79.09,95.52,31.27,0.0,54.1,81.29,89.99,47.76
Estado de México,Metepec,69.71,56.03,94.76,63.75,77.31,23.69,49.53,43.63,0.0,46.08,44.04,100.0,68.63,63.75,27.75,49.68,72.42,19.63,73.73,80.1,56.58,0.0,43.16,100.0,84.85,73.27,95.34,0.0,88.7,65.11,35.65,0.0,62.55,94.35,83.68,55.06,79.58,68.63,94.35,0.0,62.83,44.35,25.0,54.79,57.41,57.41,34.6,62.79,0.0,33.61,95.65,53.49,45.08,43.26,69.89,74.4,45.66,97.41,68.08,74.4,66.52,42.69,30.0,54.1,95.79,94.94,100.0
Estado de México,Naucalpan de Juárez,97.08,31.34,96.72,74.37,73.55,32.86,48.96,45.11,40.0,46.08,46.59,75.9,54.67,74.37,88.2,97.36,72.81,25.12,72.58,90.09,68.68,0.0,48.52,100.0,86.02,70.86,100.0,0.0,100.0,81.33,31.42,0.0,63.64,91.58,77.64,37.39,94.79,54.67,91.58,0.0,74.12,50.0,12.5,63.21,45.28,45.28,39.85,84.43,0.0,21.78,97.2,53.32,58.64,35.66,63.44,54.64,70.73,95.75,78.73,54.64,56.02,51.92,51.05,43.44,94.23,82.48,74.96
Estado de México,Nextlalpan,100.0,10.18,83.76,42.03,64.35,43.04,42.8,57.02,40.0,46.08,36.57,82.88,26.38,42.03,48.67,50.3,78.36,28.4,65.46,72.49,68.82,0.0,42.23,100.0,63.66,70.86,100.0,0.0,95.28,57.73,35.2,0.0,46.64,83.34,70.81,26.81,74.62,26.38,83.34,0.0,34.32,47.64,,49.14,62.8,62.8,0.0,59.07,0.0,0.0,68.64,73.14,53.48,25.79,63.74,57.52,40.02,85.9,84.16,57.52,56.62,27.43,0.0,43.44,66.03,63.27,27.32
Estado de México,Nezahualcóyotl,30.62,27.96,91.02,61.56,56.1,32.03,31.54,60.54,40.0,46.08,28.97,75.03,44.82,61.56,100.0,39.95,69.29,0.0,72.83,82.28,66.82,0.0,52.42,100.0,20.81,70.86,94.62,0.0,77.94,69.17,26.46,0.0,57.94,91.32,74.76,35.7,94.87,44.82,91.32,12.35,50.34,45.15,10.0,52.45,47.84,47.84,6.62,68.43,0.0,0.0,95.49,51.33,55.88,27.46,62.61,58.67,92.54,96.14,77.75,58.67,54.37,44.31,5.2,43.44,88.47,80.23,10.99
Estado de México,Nicolás Romero,74.9,19.26,84.83,54.34,66.66,28.69,45.0,59.57,40.0,46.08,35.93,100.0,22.5,54.34,100.0,69.05,67.41,35.01,69.87,79.99,64.1,0.0,51.22,100.0,60.42,70.86,100.0,0.0,99.25,72.96,30.63,0.0,53.35,91.67,66.71,31.35,90.33,22.5,91.67,0.0,44.65,49.62,0.0,51.46,46.89,46.89,0.0,65.29,0.0,0.0,89.3,71.87,54.49,24.45,61.55,64.71,49.82,94.69,73.72,64.71,52.24,42.86,0.0,43.44,76.51,66.02,45.93
Estado de México,San Felipe del Progreso,52.29,4.23,47.02,30.15,75.11,23.04,32.65,43.86,0.0,46.08,30.15,30.44,35.57,30.15,7.76,0.0,69.34,0.0,57.07,56.39,35.75,0.0,32.56,100.0,76.14,73.27,97.94,75.74,100.0,17.68,56.07,75.74,48.25,91.22,47.43,29.17,58.81,35.57,91.22,,16.77,100.0,,32.01,59.81,59.81,0.0,28.07,0.0,0.0,28.27,60.3,17.18,19.9,67.92,100.0,22.61,84.71,54.31,100.0,62.57,21.27,5.27,54.1,80.47,25.51,100.0
Estado de México,San Martín de las Pirámides,51.21,23.82,89.64,45.29,74.7,53.04,22.96,62.43,60.0,46.08,31.18,100.0,26.74,45.29,6.63,68.94,68.65,0.0,77.0,71.85,54.8,0.0,50.39,100.0,75.6,73.27,68.87,0.0,0.0,70.42,30.5,0.0,41.1,98.97,81.65,38.96,69.4,26.74,98.97,0.0,95.6,0.0,,43.76,68.53,68.53,6.94,48.21,0.0,0.0,95.6,55.41,38.18,74.32,86.64,64.73,42.31,95.49,71.42,64.73,100.0,38.35,0.0,54.1,81.34,94.65,100.0
Estado de México,Tecámac,100.0,23.47,94.89,55.26,65.09,28.69,30.0,55.79,40.0,46.08,44.03,100.0,42.29,55.26,65.29,71.19,68.77,16.94,76.96,85.23,69.35,0.0,52.4,100.0,58.32,70.86,44.5,0.0,92.26,75.75,27.22,0.0,58.01,98.24,80.23,33.45,87.91,42.29,98.24,9.0,70.2,50.63,0.0,56.21,51.65,51.65,9.52,73.43,0.0,28.57,91.53,78.54,59.9,32.96,61.28,55.54,56.06,97.03,78.8,55.54,51.7,49.02,48.87,43.44,91.46,91.7,16.64
Estado de México,Temascalapa,49.11,13.98,90.96,33.44,71.15,53.04,32.1,70.5,60.0,46.08,24.61,87.77,22.42,33.44,11.21,47.27,77.31,12.91,75.48,68.15,56.59,0.0,49.69,100.0,74.55,73.27,83.4,46.75,100.0,56.31,48.18,46.75,46.69,95.17,81.59,34.04,70.7,22.42,95.17,0.0,89.38,50.0,,38.21,65.69,65.69,0.0,41.5,0.0,0.0,89.38,49.23,38.92,71.21,85.06,56.85,33.88,94.81,74.27,56.85,96.85,28.88,0.0,54.1,80.62,85.86,100.0
Estado de México,Temoaya,47.86,8.91,95.44,34.84,74.0,23.04,30.07,53.65,0.0,46.08,33.37,88.85,32.31,34.84,9.55,59.38,86.87,0.0,70.51,61.47,54.17,0.0,38.59,100.0,73.93,73.27,90.2,100.0,100.0,62.03,60.58,100.0,49.28,90.53,82.41,31.5,70.58,32.31,90.53,0.0,79.32,50.0,,40.79,51.67,51.67,0.0,33.79,0.0,0.0,79.32,66.74,27.71,51.18,74.7,85.9,37.84,89.16,80.63,85.9,76.13,23.53,0.0,54.1,77.32,77.95,100.0
Estado de México,Tenancingo,56.92,19.8,76.52,46.59,68.17,23.04,29.62,48.04,0.0,46.08,28.23,71.15,47.53,46.59,10.67,15.86,77.7,0.0,71.4,66.41,53.88,0.0,38.17,100.0,78.46,73.27,88.86,0.0,100.0,42.14,28.74,0.0,58.47,92.77,83.26,36.95,65.71,47.53,92.77,,50.97,100.0,,42.9,56.6,56.6,2.42,41.29,0.0,0.0,85.87,54.05,37.06,37.0,63.63,64.2,39.42,91.53,70.7,64.2,53.99,28.3,16.07,54.1,75.65,88.81,100.0
Estado de México,Teoloyucan,38.23,22.23,96.92,46.84,69.7,53.04,37.33,68.19,60.0,46.08,32.56,80.9,16.2,46.84,19.05,15.2,72.31,16.27,74.8,71.5,54.56,0.0,47.85,100.0,69.12,73.27,95.14,100.0,100.0,43.49,62.56,100.0,52.18,94.35,82.19,38.17,75.21,16.2,94.35,75.64,94.1,87.82,,44.66,50.35,50.35,4.82,46.71,0.0,0.58,94.1,60.3,41.3,73.57,86.64,51.55,34.37,96.29,67.82,51.55,100.0,27.52,0.0,54.1,84.87,92.07,100.0
Estado de México,Teotihuacán,51.29,23.28,92.68,54.78,70.8,53.04,30.55,61.32,60.0,46.08,41.4,100.0,20.97,54.78,12.9,52.84,69.12,8.06,72.92,71.84,54.87,0.0,45.74,100.0,75.65,73.27,83.59,0.0,100.0,65.13,29.5,0.0,49.28,91.8,81.22,38.69,71.6,20.97,91.8,0.0,81.14,50.0,,50.35,57.95,57.95,25.55,47.79,0.0,0.0,95.95,57.25,41.13,67.09,80.44,55.27,42.53,95.89,68.6,55.27,87.6,30.16,66.32,54.1,80.84,93.32,100.0
Estado de México,Tepetlaoxtoc,48.59,21.24,91.98,33.5,70.78,53.04,29.97,54.65,60.0,46.08,25.04,70.58,27.84,33.5,8.2,29.71,76.88,0.0,72.23,69.99,53.53,0.0,44.43,100.0,74.29,73.27,89.91,62.81,91.9,45.57,53.1,62.81,45.74,90.76,81.49,37.67,71.65,27.84,90.76,0.0,56.31,45.95,,37.36,66.52,66.52,0.0,45.79,0.0,0.0,83.07,50.09,37.15,54.67,86.64,52.2,36.43,94.19,69.91,52.2,100.0,34.21,29.55,54.1,86.4,86.11,100.0
Estado de México,Tepotzotlán,43.93,36.13,80.56,62.73,74.17,53.04,48.32,57.98,60.0,46.08,50.71,75.95,14.69,62.73,13.32,25.14,71.54,29.89,69.22,73.21,55.32,0.0,48.29,100.0,71.96,73.27,74.72,0.0,100.0,45.94,35.66,0.0,45.03,78.71,80.67,45.12,69.42,14.69,78.71,0.0,53.4,50.0,,56.25,58.65,58.65,40.69,50.71,0.0,40.35,97.18,60.74,43.42,53.22,86.64,64.87,36.74,95.7,67.21,64.87,100.0,38.59,9.62,54.1,83.79,89.8,100.0
Estado de México,Tequixquiac,44.3,15.53,78.32,41.06,67.53,53.04,27.9,68.96,60.0,46.08,27.74,57.18,13.63,41.06,11.96,10.77,73.07,0.0,70.17,69.6,50.01,0.0,47.67,100.0,72.15,73.27,83.69,0.0,0.0,34.75,32.04,0.0,30.53,85.09,77.76,34.81,69.48,13.63,85.09,0.0,88.08,0.0,,39.61,68.23,68.23,1.14,43.36,0.0,0.0,88.08,54.35,36.72,70.56,67.46,60.92,36.28,95.84,63.31,60.92,61.64,26.38,0.0,54.1,87.63,82.44,100.0
Estado de México,Texcoco,36.86,36.74,88.62,53.43,66.27,68.69,38.98,47.38,60.0,46.08,38.26,80.11,52.88,53.43,14.59,32.42,76.6,22.46,70.15,76.76,60.12,0.0,41.54,100.0,68.43,73.27,82.41,7.85,100.0,49.74,35.32,7.85,54.4,86.48,82.44,45.42,73.95,52.88,86.48,0.0,48.79,50.0,100.0,50.6,59.14,59.14,20.54,56.64,0.0,12.07,94.96,55.98,44.29,58.74,58.83,61.07,36.7,96.88,75.96,61.07,44.38,35.71,2.61,54.1,92.57,88.28,100.0
Estado de México,Tezoyuca,49.66,17.2,22.54,52.47,66.2,53.04,27.41,70.03,60.0,46.08,41.88,100.0,19.47,52.47,18.94,91.18,63.9,5.67,61.31,70.99,47.87,0.0,47.0,100.0,54.08,73.27,76.56,0.0,100.0,80.56,25.95,0.0,48.17,83.24,53.69,35.65,55.19,19.47,83.24,0.0,90.9,50.0,,47.41,50.46,50.46,19.2,46.57,0.0,0.0,90.9,64.55,36.51,71.97,82.71,57.01,50.49,95.42,59.23,57.01,92.15,23.97,0.0,54.1,79.28,43.48,58.51
Estado de México,Tianguistenco,48.36,21.37,95.75,74.62,72.31,23.04,42.52,57.69,0.0,46.08,57.67,84.59,35.18,74.62,14.5,31.43,94.89,29.29,72.74,69.51,65.76,0.0,42.94,100.0,74.18,73.27,98.26,0.0,100.0,50.49,32.05,0.0,59.21,83.53,91.75,37.74,72.65,35.18,83.53,,51.44,100.0,,66.02,53.63,53.63,57.47,44.29,0.0,0.0,87.73,57.87,42.9,37.24,76.43,69.1,35.44,94.74,88.61,69.1,79.59,28.18,15.15,54.1,80.34,88.61,
Estado de México,Tlalmanalco,59.3,31.4,97.24,43.01,73.03,53.04,30.42,56.65,60.0,46.08,22.85,100.0,29.22,43.01,22.72,60.29,69.81,1.75,70.89,73.91,49.73,0.0,45.73,100.0,79.65,73.27,89.51,0.0,89.43,67.01,28.26,0.0,51.24,88.21,78.72,42.75,72.51,29.22,88.21,0.0,47.85,44.71,,38.53,54.36,54.36,0.0,51.21,0.0,0.0,93.61,45.7,34.67,50.44,73.75,64.82,40.74,96.61,64.79,64.82,74.24,34.8,2.08,54.1,70.07,87.63,100.0
Estado de México,Tlalnepantla de Baz,78.41,34.8,97.43,75.88,65.98,37.03,47.36,49.44,40.0,46.08,47.74,96.33,73.01,75.88,73.06,86.03,67.89,24.63,73.31,87.7,64.93,0.0,49.24,100.0,60.21,70.86,100.0,0.0,89.33,84.65,30.74,0.0,68.34,91.9,78.79,39.12,89.99,73.01,91.9,20.51,57.85,54.92,25.0,62.85,44.87,44.87,46.95,79.14,0.0,17.46,98.29,48.54,53.28,31.62,63.63,52.38,71.58,96.26,76.57,52.38,56.41,49.04,17.41,43.44,89.46,89.7,42.02
Estado de México,Toluca,,25.71,88.42,76.31,69.84,32.03,39.92,42.89,0.0,46.08,60.01,98.68,77.34,76.31,51.54,44.04,71.48,6.23,68.99,87.47,67.67,0.0,41.41,100.0,73.28,70.86,100.0,0.0,98.07,61.75,30.27,0.0,61.27,92.11,73.46,34.58,83.67,77.34,92.11,0.0,96.38,49.03,50.0,68.0,50.9,50.9,53.82,80.14,0.0,13.55,92.76,66.2,57.62,42.8,61.98,56.64,42.52,94.8,77.71,56.64,53.11,39.93,100.0,43.44,94.71,75.44,46.57
Estado de México,Tultepec,71.05,41.31,98.84,50.81,66.19,53.04,43.57,58.68,60.0,46.08,42.17,0.12,9.88,50.81,40.0,0.0,63.99,27.2,71.89,75.04,55.15,0.0,47.81,100.0,42.09,73.27,90.95,46.85,100.0,19.83,46.13,46.85,41.83,88.47,79.4,47.7,81.72,9.88,88.47,0.0,99.09,50.0,,49.38,47.97,47.97,9.92,53.57,0.0,12.56,99.09,74.43,46.88,76.06,86.64,61.02,59.37,96.51,63.43,61.02,100.0,36.94,0.0,54.1,88.03,94.81,13.13
Estado de México,Tultitlán,71.56,45.5,98.28,73.78,65.9,68.69,39.74,62.47,60.0,46.08,50.0,100.0,30.16,73.78,74.59,97.87,64.96,19.22,62.85,75.81,53.92,0.0,49.42,100.0,48.17,73.27,96.59,67.68,100.0,87.96,50.36,67.68,67.02,58.63,80.49,49.8,92.45,30.16,58.63,49.45,50.29,74.73,100.0,59.23,43.65,43.65,38.89,54.21,0.0,3.42,98.77,61.1,43.34,59.49,75.4,64.24,66.0,97.4,64.49,64.24,77.53,36.37,1.8,54.1,96.94,96.02,24.77
Estado de México,Valle de Chalco Solidaridad,75.37,31.82,98.04,56.13,62.34,53.04,35.27,57.17,60.0,46.08,35.4,100.0,27.05,56.13,93.12,55.9,62.47,17.5,68.39,68.84,53.25,0.0,40.55,100.0,42.81,73.27,88.32,,58.58,80.29,41.17,,54.3,89.05,75.56,42.96,91.89,27.05,89.05,0.0,99.12,29.29,,48.26,47.07,47.07,1.3,42.71,0.0,0.0,99.12,69.49,44.25,76.08,72.34,65.39,84.96,94.96,62.25,65.39,71.4,23.93,0.0,54.1,76.4,88.64,10.24
Estado de México,Villa Guerrero,45.58,10.13,90.42,34.48,70.42,23.04,33.02,55.68,0.0,46.08,29.1,29.12,31.89,34.48,5.47,0.0,97.83,0.0,68.7,60.61,69.86,0.0,41.23,100.0,72.79,73.27,99.07,100.0,100.0,15.96,65.77,100.0,48.65,74.01,90.84,32.12,63.3,31.89,74.01,,48.2,100.0,,44.48,64.3,64.3,0.0,31.14,0.0,0.0,92.22,58.21,50.9,35.62,86.64,61.66,18.77,90.08,88.82,61.66,100.0,26.79,4.18,54.1,57.32,83.86,100.0
Estado de México,Villa Victoria,45.64,1.91,43.19,38.47,69.62,23.04,28.65,56.02,0.0,46.08,30.62,81.68,31.43,38.47,4.14,40.72,66.09,0.0,36.59,54.92,31.5,0.0,40.26,100.0,72.82,73.27,85.94,83.31,100.0,51.8,61.22,83.31,54.06,15.46,54.06,28.0,59.05,31.43,15.46,,23.0,100.0,,33.53,71.69,71.69,0.0,25.0,0.0,0.0,43.9,61.23,14.52,23.02,80.24,70.5,33.0,84.83,48.49,70.5,87.2,24.5,2.11,54.1,88.88,42.02,100.0
Estado de México,Zinacantepec,41.69,24.69,92.6,48.82,69.87,23.04,46.94,44.31,0.0,46.08,37.9,81.52,22.43,48.82,19.57,31.54,58.81,44.02,68.59,70.35,45.76,0.0,37.23,100.0,58.71,73.27,96.82,62.45,95.85,49.74,54.75,62.45,47.09,94.5,74.06,39.39,75.95,22.43,94.5,0.0,45.5,47.93,,44.16,54.87,54.87,8.06,46.43,0.0,0.0,86.01,67.73,37.36,34.27,76.36,74.05,36.17,94.26,54.17,74.05,79.46,30.15,5.0,54.1,91.62,89.31,75.72
Estado de México,Zumpango,91.84,13.9,86.15,49.91,64.45,28.69,44.38,64.24,40.0,46.08,37.94,81.89,53.09,49.91,41.96,38.05,67.63,40.97,69.8,79.65,62.34,0.0,51.98,100.0,58.43,70.86,76.29,0.0,99.62,54.38,30.91,0.0,53.75,81.7,75.72,28.67,78.45,53.09,81.7,8.65,46.32,54.14,0.0,50.06,48.36,48.36,5.35,64.71,0.0,15.87,92.65,70.53,51.1,25.01,61.6,58.11,43.21,94.58,73.57,58.11,52.35,39.73,0.0,43.44,85.69,83.81,25.03
Guanajuato,Acámbaro,65.07,18.08,97.1,49.06,64.78,23.04,32.99,52.31,0.0,46.08,20.42,100.0,44.81,49.06,11.71,62.65,49.57,0.77,68.74,64.43,26.6,0.0,40.75,100.0,82.53,73.95,98.19,0.0,94.41,71.02,25.18,0.0,64.54,94.22,71.24,36.09,76.38,44.81,94.22,,73.39,94.41,,32.03,42.56,42.56,9.35,39.71,0.0,0.0,97.65,31.48,15.94,48.22,67.59,44.56,50.41,89.14,37.26,44.56,61.23,29.2,49.14,54.1,96.7,92.91,100.0
Guanajuato,Apaseo el Grande,41.18,7.56,93.75,69.47,57.21,23.04,39.77,64.08,0.0,46.08,52.64,100.0,37.73,69.47,21.88,61.77,66.17,7.81,65.19,70.77,60.14,0.0,49.97,100.0,44.88,71.6,92.34,46.86,84.77,71.85,41.32,46.86,49.69,75.79,69.81,25.5,71.0,37.73,75.79,0.0,56.16,42.38,,60.75,37.32,37.32,48.8,54.0,0.0,19.16,92.21,56.48,47.23,26.4,65.86,47.32,53.78,87.53,73.06,47.32,60.11,35.85,20.12,43.44,68.39,73.45,48.58
