estado,municipio,Accesibilidad al espacio público abierto,Acceso a Internet,Acceso a agua mejorada,Aglomeración económica,CALIDAD DE VIDA,Calidad del aire,Capacidad institucional y ﬁnanzas municipales,Coeﬁciente de Gini,Concentraciones de material particulado,Concentración de CO2,Crecimiento económico,Densidad de la interconexión vial,Densidad de médicos,Densidad económica,Densidad poblacional,Densidad vial,Desempleo juvenil,Deuda subnacional,EQUIDAD E INCLUSIÓN SOCIAL,Educación,Empleo,Energía,Equidad económica,Espacio habitable suﬁciente,Espacio público,Esperanza de vida al nacer,Eﬁciencia del gasto local,Eﬁciencia en el uso de suelo,Fatalidades de tránsito,Forma urbana,GOBERNANZA Y LEGISLACIÓN URBANA,Gobernanza de la urbanización,INFRAESTRUCTURA DE DESARROLLO,Inclusión de género,Inclusión social,Infraestructura de comunicaciones,Infraestructura de vivienda,Infraestructura social,Inscripción equitativa en educación a nivel secundario,Longitud de transporte masivo,Manejo de residuos,Movilidad urbana,Número de estaciones de monitoreo,PRODUCTIVIDAD,Participación electoral,Participación y rendición de cuentas,Producto urbano per cápita,Promedio de años de escolaridad,Proporción de generación de energía renovable,Recaudación de ingresos propios,Recolección de residuos sólidos,Relación de dependencia de la tercera edad,Relación empleo-población,SOSTENIBILIDAD AMBIENTAL,Salud,Seguridad y protección,Superﬁcie destinada a vías,Tasa de alfabetización,Tasa de desempleo,Tasa de homicidios,Tasa de mortalidad de menores de 5 años,Tasa de pobreza,Tratamiento de aguas residuales,Velocidad de banda ancha promedio,Vivienda durable,Viviendas en barrios precarios,Áreas verdes per cápita
Tamaulipas,Ciudad Madero,57.2,54.28,96.94,72.16,64.64,56.75,28.34,45.41,67.42,46.08,43.89,95.7,67.99,72.16,38.39,29.27,61.89,0.0,73.5,79.62,45.95,0.0,45.9,100.0,60.2,75.31,85.02,0.0,95.37,63.97,28.22,0.0,63.29,96.9,77.69,54.19,82.64,67.99,96.9,0.0,98.95,47.68,,54.0,56.31,56.31,47.76,61.5,0.0,0.0,97.91,40.01,31.98,77.85,57.67,61.09,66.93,97.74,59.92,61.09,40.04,46.4,100.0,54.1,95.23,93.5,63.2
Tamaulipas,El Mante,61.67,35.4,97.68,51.23,69.57,23.04,31.35,47.63,0.0,46.08,28.09,100.0,57.95,51.23,11.68,87.81,64.12,0.0,72.16,71.84,46.09,0.0,41.87,100.0,80.84,75.31,94.06,0.0,94.83,87.07,31.28,0.0,72.03,95.43,79.17,44.75,75.56,57.95,95.43,,40.94,94.83,,41.8,62.49,62.49,20.22,50.21,0.0,0.0,77.54,35.96,27.37,21.33,71.41,54.2,73.41,93.47,64.82,54.2,67.51,36.1,4.34,54.1,92.88,94.22,100.0
Tamaulipas,Matamoros,30.02,23.22,88.89,62.18,55.1,76.19,33.33,54.15,82.5,46.08,51.29,100.0,56.92,62.18,29.33,78.14,59.53,0.0,68.89,88.74,62.62,0.0,48.59,100.0,20.86,72.06,100.0,0.0,84.51,83.99,26.44,0.0,57.94,82.1,75.98,33.33,73.21,56.92,82.1,0.0,59.8,42.26,100.0,58.7,45.99,45.99,37.29,83.07,0.0,0.0,86.59,65.3,56.99,45.33,63.54,47.24,73.83,94.41,68.24,47.24,55.03,43.02,33.02,43.44,74.62,92.43,11.7
Tamaulipas,Nuevo Laredo,40.94,27.42,96.76,62.06,58.57,76.19,50.72,55.65,82.5,46.08,50.37,80.6,52.19,62.06,31.92,36.42,65.18,64.17,70.94,90.45,65.21,0.0,49.22,100.0,27.09,72.06,88.0,0.0,73.7,58.28,32.65,0.0,59.31,84.52,79.1,35.43,76.92,52.19,84.52,,97.82,73.7,100.0,59.22,47.22,47.22,36.6,86.79,0.0,0.0,95.64,64.15,54.55,58.0,64.29,52.45,57.83,94.11,75.88,52.45,56.52,42.78,100.0,43.44,78.99,93.01,13.24
Tamaulipas,Reynosa,35.41,22.49,96.63,73.14,58.49,54.5,39.46,56.66,67.43,46.08,66.18,100.0,54.18,73.14,29.3,55.29,81.67,17.14,75.17,90.23,75.51,0.0,51.25,100.0,26.39,72.06,100.0,0.0,81.59,75.96,24.84,0.0,56.29,88.38,85.87,32.97,77.57,54.18,88.38,0.0,96.51,40.79,50.0,71.61,35.05,35.05,59.51,86.07,0.0,1.25,93.53,72.84,68.4,50.34,64.49,52.84,72.58,94.4,82.61,52.84,56.92,45.84,99.49,43.44,84.34,90.07,17.37
Tamaulipas,Río Bravo,51.04,32.69,94.56,54.86,61.92,56.75,33.1,55.34,67.42,46.08,36.67,100.0,49.75,54.86,17.64,86.26,54.31,0.0,69.4,69.29,42.42,0.0,46.04,100.0,46.86,75.31,99.29,0.0,82.32,88.33,26.96,0.0,58.92,92.29,69.88,43.39,71.97,49.75,92.29,0.0,64.94,41.16,,44.65,47.78,47.78,23.14,43.71,0.0,0.0,88.22,50.19,34.4,60.85,81.66,49.86,78.74,94.86,50.43,49.86,88.02,36.75,41.67,54.1,75.66,85.45,42.68
Tamaulipas,Tampico,74.23,38.23,97.57,67.41,62.38,46.17,32.93,48.31,67.43,46.08,42.44,100.0,64.31,67.41,50.41,53.28,64.0,0.0,71.86,91.85,64.53,0.0,48.59,100.0,40.23,72.06,81.0,0.0,88.08,83.2,26.44,0.0,63.55,88.27,78.73,40.84,85.36,64.31,88.27,0.0,83.66,44.04,25.0,58.13,46.39,46.39,37.79,88.5,0.0,17.79,97.42,47.08,52.36,43.27,64.97,52.49,96.33,95.2,76.71,52.49,57.88,48.88,69.89,43.44,93.46,93.45,6.23
Tamaulipas,Victoria,74.83,34.35,95.27,57.3,65.13,76.19,39.98,44.22,82.5,46.08,43.54,100.0,85.77,57.3,25.73,93.52,71.48,5.25,72.63,92.06,73.23,0.0,48.6,100.0,47.1,72.06,99.0,0.0,81.02,90.65,33.02,0.0,74.94,88.56,80.73,38.9,78.35,85.77,88.56,,94.2,81.02,100.0,58.02,59.09,59.09,30.8,89.29,0.0,15.7,93.67,56.27,60.53,56.8,66.95,54.43,78.44,94.83,85.93,54.43,61.85,52.98,94.73,43.44,92.39,89.98,19.37
Tlaxcala,Apizaco,55.5,35.05,98.92,68.52,61.4,23.04,14.18,48.67,0.0,46.08,49.4,98.82,56.18,68.52,23.51,45.33,65.23,2.61,69.71,76.58,55.01,0.0,46.04,100.0,43.41,73.27,7.66,0.0,77.9,65.54,24.39,0.0,64.95,81.93,81.16,44.57,80.57,56.18,81.93,,89.35,77.9,,57.64,59.0,59.0,44.07,56.21,0.0,32.25,98.71,54.73,46.35,56.2,63.54,62.06,52.47,96.94,63.66,62.06,53.81,43.42,80.0,54.1,99.84,97.09,31.31
Tlaxcala,Chiautempan,48.2,27.06,98.82,53.61,73.47,23.04,3.22,59.01,0.0,46.08,34.17,72.61,29.91,53.61,20.64,18.3,72.64,6.45,75.45,73.95,57.12,0.0,49.26,100.0,74.1,73.27,,32.61,89.05,47.59,33.51,32.61,57.21,93.58,83.51,40.58,78.89,29.91,93.58,,50.29,89.05,,48.3,64.7,64.7,17.95,51.5,0.0,0.0,97.62,50.39,46.52,36.66,76.39,69.42,51.87,96.41,67.71,69.42,79.51,39.51,2.95,54.1,96.12,94.39,100.0
Tlaxcala,San Pablo del Monte,40.6,14.63,92.2,43.67,56.33,73.04,0.0,58.39,100.0,46.08,33.46,78.1,35.15,43.67,35.11,32.18,87.81,0.0,71.28,62.96,61.38,0.0,46.01,100.0,33.99,73.27,,0.0,90.39,53.45,23.05,0.0,49.69,82.19,85.65,34.37,80.28,35.15,82.19,0.0,60.67,45.19,,46.17,69.14,69.14,0.0,36.64,0.0,0.0,94.12,66.93,50.58,66.85,68.25,60.11,50.08,89.28,72.19,60.11,63.23,33.63,27.21,54.1,93.82,83.49,27.38
Tlaxcala,Tlaxcala,100.0,31.72,98.03,67.86,74.71,73.04,36.53,44.84,100.0,46.08,46.98,70.36,100.0,67.86,65.96,8.23,71.3,6.15,70.01,91.54,70.84,0.0,46.14,100.0,86.15,70.67,100.0,2.06,99.83,39.03,31.28,2.06,73.33,86.71,77.18,37.58,90.22,100.0,86.71,,46.4,99.83,,61.89,55.26,55.26,32.69,85.93,0.0,3.44,92.79,61.27,61.32,39.81,66.12,55.05,38.49,97.16,80.35,55.05,61.57,47.44,0.0,43.44,96.9,83.07,72.29
Veracruz,Boca del Río,48.04,39.15,96.95,66.93,58.23,37.83,43.63,42.34,67.43,46.08,42.97,77.41,31.08,66.93,39.38,84.69,75.8,0.0,71.53,85.71,69.44,0.0,44.7,100.0,27.23,66.99,100.0,0.0,88.93,82.32,32.65,0.0,55.92,88.24,81.66,41.3,80.46,31.08,88.24,0.0,99.42,44.46,0.0,59.78,54.32,54.32,41.43,75.93,0.0,30.88,98.84,44.52,54.31,45.75,58.97,61.02,84.85,95.49,84.57,61.02,50.95,47.06,100.0,43.44,85.49,87.52,6.42
Veracruz,Coatzacoalcos,32.58,28.33,90.53,76.1,58.56,37.83,58.45,48.48,67.43,46.08,65.29,86.26,64.49,76.1,27.61,34.13,74.41,77.78,69.38,82.19,70.29,0.0,47.94,100.0,16.85,66.99,91.0,0.0,88.76,64.92,34.41,0.0,55.03,82.4,77.8,35.89,65.49,64.49,82.4,0.0,63.91,44.38,0.0,70.56,44.79,44.79,66.28,70.5,0.0,6.58,97.24,64.3,59.37,33.91,61.66,73.54,74.36,93.89,81.21,73.54,56.33,47.41,30.58,43.44,43.81,81.19,1.12
Veracruz,Cosoleacaque,40.1,17.63,56.08,50.65,56.52,37.83,52.97,40.67,67.43,46.08,41.03,99.88,32.84,50.65,23.57,44.54,76.73,58.9,67.88,76.71,67.3,0.0,40.58,100.0,24.65,66.99,100.0,0.0,76.62,65.83,33.68,0.0,45.06,87.43,75.61,30.54,57.79,32.84,87.43,0.0,43.05,38.31,0.0,52.99,48.07,48.07,16.49,62.79,0.0,0.0,83.8,65.57,52.58,26.96,59.77,64.93,53.09,90.64,82.02,64.93,52.55,40.49,2.3,43.44,51.51,74.49,9.21
Veracruz,Córdoba,62.41,35.32,86.04,69.44,64.27,23.04,14.97,45.02,0.0,46.08,42.11,100.0,51.46,69.44,27.32,72.64,69.71,10.53,68.55,72.94,53.51,0.0,40.96,100.0,81.2,69.2,34.38,11.38,80.41,76.7,24.42,11.38,65.78,88.06,76.63,44.71,75.6,51.46,88.06,,54.09,80.41,,55.02,46.92,46.92,38.52,51.71,0.0,0.0,98.55,45.7,44.23,25.71,57.69,45.27,57.45,94.16,62.79,45.27,46.17,36.91,9.64,54.1,89.05,83.55,100.0
Veracruz,Martínez de la Torre,61.86,22.1,79.42,58.16,67.25,23.04,35.64,50.3,0.0,46.08,35.65,100.0,42.67,58.16,19.23,63.13,82.84,9.43,70.62,68.67,60.96,0.0,42.94,100.0,80.93,69.2,97.48,0.0,88.24,74.36,29.37,0.0,62.59,87.62,81.29,38.1,69.58,42.67,87.62,,47.48,88.24,,51.59,52.49,52.49,24.22,45.21,0.0,0.0,89.5,47.07,41.45,35.26,66.14,53.26,59.95,92.12,80.47,53.26,63.07,35.58,5.46,54.1,79.67,79.74,100.0
Veracruz,Medellín,61.11,12.45,86.16,52.46,65.42,56.75,44.72,54.92,67.43,46.08,40.54,77.59,26.89,52.46,20.07,93.05,83.84,8.57,72.54,81.88,75.23,0.0,48.61,100.0,36.63,66.99,100.0,0.0,98.55,86.91,30.7,0.0,52.08,79.43,89.57,27.95,69.36,26.89,79.43,0.0,43.78,49.28,,56.07,47.38,47.38,20.93,71.43,0.0,25.61,58.04,60.15,60.84,33.51,56.96,86.21,90.08,92.33,89.61,86.21,46.93,42.3,29.51,43.44,71.2,95.3,12.16
Veracruz,Minatitlán,79.83,24.12,70.95,74.77,63.55,54.5,44.01,40.19,67.43,46.08,53.99,91.47,76.84,74.77,26.57,26.02,78.02,32.04,72.31,80.34,66.24,0.0,39.55,100.0,41.38,66.99,100.0,0.0,100.0,53.13,30.09,0.0,55.96,93.79,83.59,33.78,66.03,76.84,93.79,0.0,50.04,50.0,50.0,65.0,46.27,46.27,59.07,69.5,0.0,0.0,75.1,48.91,47.03,34.85,64.87,67.6,41.91,91.17,85.44,67.6,62.74,38.92,24.98,43.44,66.62,89.16,2.94
Veracruz,Naolinco,100.0,7.98,97.23,56.96,64.22,73.04,37.14,53.41,100.0,46.08,22.93,54.24,58.77,56.96,65.8,0.0,100.0,11.41,69.7,72.97,78.53,0.0,41.1,100.0,50.22,66.99,100.0,100.0,0.0,27.83,70.06,100.0,40.14,83.23,84.76,25.71,88.39,58.77,83.23,,33.88,0.0,,52.81,73.04,73.04,0.0,61.36,0.0,0.0,67.77,45.87,57.06,35.64,73.34,60.34,29.24,84.59,100.0,60.34,79.69,28.79,0.0,43.44,90.52,69.52,0.43
Veracruz,Orizaba,79.74,47.71,99.32,75.93,69.74,23.04,37.11,45.18,0.0,46.08,41.18,100.0,70.32,75.93,43.24,52.18,58.29,13.23,68.17,78.76,42.53,0.0,41.79,100.0,89.87,69.2,73.8,0.0,95.4,70.71,30.28,0.0,74.23,87.32,75.39,50.91,83.83,70.32,87.32,,98.76,95.4,,53.22,53.74,53.74,51.89,60.93,0.0,24.28,97.55,30.48,30.57,60.9,56.65,53.68,59.95,96.6,54.5,53.68,44.1,38.41,99.97,54.1,92.76,92.5,100.0
Veracruz,Papantla,64.58,19.16,5.38,46.61,63.7,23.04,29.97,39.3,0.0,46.08,21.5,100.0,32.96,46.61,7.54,69.38,82.86,8.67,67.17,63.72,49.04,0.0,33.0,100.0,82.29,69.2,81.23,0.0,95.06,71.15,28.26,0.0,56.46,96.24,72.28,36.63,46.52,32.96,96.24,,29.31,95.06,,39.05,54.82,54.82,2.75,39.79,0.0,0.0,53.79,40.25,29.6,26.17,62.4,46.39,44.07,87.64,68.47,46.39,55.61,26.69,4.82,54.1,73.15,61.71,100.0
Veracruz,Poza Rica de Hidalgo,65.41,56.0,79.5,79.13,64.92,71.17,7.11,48.7,67.42,46.08,51.21,100.0,61.95,79.13,31.98,59.22,59.23,14.22,70.32,75.41,43.12,0.0,44.6,100.0,82.7,69.2,,0.0,88.34,74.97,18.55,0.0,70.55,97.37,68.98,55.05,72.41,61.95,97.37,,49.89,88.34,100.0,57.82,48.54,48.54,63.18,56.36,0.0,0.0,98.44,39.24,33.71,60.53,53.17,48.42,65.71,94.46,52.52,48.42,37.13,40.5,1.33,54.1,78.17,78.72,100.0
Veracruz,Pánuco,68.72,18.2,73.92,62.24,70.7,56.75,7.24,52.3,67.42,46.08,38.43,87.92,37.17,62.24,11.45,31.29,74.75,21.72,69.96,65.97,46.46,0.01,42.34,100.0,84.36,69.2,0.0,19.4,86.76,59.16,26.72,19.4,48.87,91.63,75.91,36.15,68.51,37.17,91.63,0.0,79.85,43.38,,49.04,53.5,53.5,34.25,40.07,0.01,0.0,59.69,42.6,26.92,45.53,84.6,47.87,58.26,91.87,65.99,47.87,100.0,32.39,100.0,54.1,88.66,77.08,100.0
Veracruz,San Andrés Tuxtla,75.37,13.8,92.04,49.14,68.49,23.04,9.24,40.71,0.0,46.08,23.63,100.0,29.51,49.14,13.68,98.0,86.09,18.48,68.71,55.05,47.62,0.0,30.67,100.0,87.68,69.2,,0.0,95.24,87.77,20.8,0.0,63.21,94.54,80.91,33.95,69.59,29.51,94.54,,47.1,95.24,,40.13,53.16,53.16,3.18,31.79,0.0,0.0,77.49,44.08,18.6,35.07,69.21,62.03,65.33,78.32,76.63,62.03,69.21,20.64,16.71,54.1,72.63,75.74,100.0
Veracruz,Tantoyuca,48.71,6.5,0.0,49.28,70.32,23.04,24.83,35.97,0.0,46.08,18.9,100.0,28.2,49.28,10.41,97.34,64.79,3.02,54.14,59.23,36.73,0.0,27.89,100.0,74.35,69.2,71.46,0.0,100.0,86.33,30.24,0.0,58.16,71.52,63.01,30.3,45.98,28.2,71.52,,27.27,100.0,,34.97,65.89,65.89,0.0,33.79,0.0,0.0,27.27,37.8,15.07,25.16,71.27,76.43,61.65,84.66,58.38,76.43,73.34,19.82,0.0,54.1,73.51,61.23,100.0
Veracruz,Tierra Blanca,63.81,29.87,79.83,52.7,66.15,23.04,36.03,52.45,0.0,46.08,27.57,100.0,35.56,52.7,11.04,99.56,58.8,26.0,67.05,66.11,42.57,0.0,43.83,100.0,81.9,69.2,82.08,0.0,68.83,85.27,30.51,0.0,60.13,83.24,74.08,41.98,68.98,35.56,83.24,,44.8,68.83,,40.95,55.52,55.52,16.78,41.93,0.0,0.0,65.21,38.37,27.52,33.92,69.36,47.25,56.23,90.28,57.61,47.25,69.51,35.22,24.4,54.1,85.07,89.36,100.0
Veracruz,Tuxpan,47.02,36.58,60.36,55.2,65.87,23.04,55.1,46.55,0.0,46.08,34.36,100.0,40.33,55.2,15.32,69.32,72.96,81.12,65.23,73.22,52.76,0.0,42.66,100.0,73.51,69.2,82.91,0.0,97.15,76.14,34.41,0.0,65.09,77.3,75.72,45.34,66.49,40.33,77.3,,74.49,97.15,,47.44,48.14,48.14,22.54,51.43,0.0,1.27,83.52,46.17,39.25,48.76,66.6,50.17,59.09,95.01,66.26,50.17,64.0,38.77,65.45,54.1,90.3,78.47,100.0
Veracruz,Veracruz,66.24,29.45,94.48,69.38,62.05,37.83,42.61,42.06,67.43,46.08,51.11,53.02,90.31,69.38,31.96,77.9,74.88,22.39,69.38,86.06,70.08,0.0,45.49,100.0,35.02,66.99,100.0,0.0,96.38,73.17,28.06,0.0,65.12,80.21,82.43,36.45,77.47,90.31,80.21,0.0,80.47,48.19,0.0,63.52,41.57,41.57,49.75,76.57,0.0,5.44,90.7,52.48,58.14,39.44,63.98,63.16,88.58,95.55,82.01,63.16,60.96,48.92,70.25,43.44,83.43,89.98,3.79
Veracruz,Xalapa,60.61,34.68,98.78,63.03,62.9,46.17,41.32,43.05,67.43,46.08,39.7,61.84,79.61,63.03,63.02,93.67,79.31,15.55,67.27,87.32,73.98,0.0,43.08,100.0,33.71,66.99,100.0,0.0,86.07,74.84,27.86,0.0,65.09,75.89,82.83,39.06,88.92,79.61,75.89,0.0,84.27,43.03,25.0,58.9,42.25,42.25,24.65,79.71,0.0,8.41,89.63,54.75,61.86,43.48,62.48,68.08,69.01,94.92,86.1,68.08,57.97,43.12,78.91,43.44,93.89,86.36,6.82
Veracruz,Álamo Temapache,72.25,14.41,37.6,46.51,70.49,23.04,3.38,50.3,0.0,46.08,19.12,100.0,31.03,46.51,6.47,54.11,89.19,6.75,67.22,63.04,57.59,0.0,37.34,100.0,86.13,69.2,,1.72,90.6,69.51,22.47,1.72,56.45,89.4,74.93,34.25,56.84,31.03,89.4,,34.62,90.6,,41.08,62.32,62.32,2.51,37.79,0.0,0.0,34.62,35.73,31.62,28.83,76.14,56.65,54.42,88.29,83.56,56.65,83.08,24.37,0.0,54.1,83.3,60.67,100.0
Yucatán,Kanasín,45.28,9.16,91.09,42.85,57.87,56.75,33.33,58.87,67.43,46.08,46.94,100.0,27.58,42.85,21.41,61.82,84.07,0.0,69.19,75.95,78.48,0.0,47.18,100.0,32.45,72.09,100.0,0.0,99.77,71.61,28.96,0.0,50.63,76.79,83.58,26.3,77.75,27.58,76.79,0.0,37.75,49.89,,56.09,53.54,53.54,7.95,60.93,0.0,0.0,75.5,85.94,69.47,31.5,58.11,64.99,53.0,90.97,87.5,64.99,44.13,35.5,0.0,43.44,98.5,83.1,19.62
Yucatán,Mérida,76.15,34.2,94.39,64.51,75.26,42.0,44.05,46.3,67.43,46.08,48.65,96.8,82.19,64.51,24.63,54.55,84.24,9.78,73.69,89.79,75.31,0.0,48.08,100.0,66.18,72.09,100.0,0.0,100.0,70.77,32.96,0.0,64.2,84.36,88.62,38.82,79.2,82.19,84.36,0.0,49.52,50.0,12.5,62.82,54.83,54.83,46.07,84.57,0.0,22.36,91.7,51.22,59.63,30.51,66.97,78.08,60.96,95.0,90.99,78.08,61.86,49.85,7.35,43.44,97.78,93.0,56.2
Yucatán,Progreso,42.87,42.79,95.48,55.12,72.77,56.75,45.47,59.6,67.42,46.08,41.51,100.0,54.66,55.12,10.12,71.83,97.64,17.79,71.94,70.74,68.6,0.0,54.4,100.0,71.43,73.61,88.37,0.0,63.87,79.05,34.83,0.0,57.7,69.21,92.22,48.44,74.42,54.66,69.21,0.0,50.58,31.93,,55.08,59.02,59.02,32.95,46.29,0.0,30.26,95.79,50.08,46.37,53.67,74.49,74.43,65.31,95.19,90.83,74.43,75.38,49.19,5.37,54.1,92.09,86.81,100.0
Yucatán,Umán,76.44,8.78,94.07,67.27,62.94,56.75,35.81,61.24,67.43,46.08,59.71,65.99,56.46,67.27,17.88,25.9,88.15,0.0,71.74,73.5,76.48,0.0,48.64,100.0,50.21,72.09,100.0,0.0,96.9,45.21,31.78,0.0,50.75,84.57,82.02,26.11,77.52,56.46,84.57,0.0,37.07,48.45,,67.82,59.53,59.53,53.21,56.71,0.0,7.43,69.96,66.2,59.05,31.27,61.02,67.04,43.74,90.29,93.9,67.04,49.96,36.03,4.18,43.44,98.1,75.9,23.98
Zacatecas,Fresnillo,55.19,27.79,93.58,66.17,52.1,23.04,28.48,49.42,0.0,46.08,48.63,100.0,46.74,66.17,10.65,86.94,97.18,2.15,74.64,69.25,41.86,0.0,41.34,100.0,36.17,73.61,83.28,0.0,93.23,90.18,28.59,0.0,69.29,87.06,95.53,40.94,75.36,46.74,87.06,,57.21,93.23,,52.22,57.29,57.29,47.52,43.36,0.0,0.0,73.89,49.75,25.26,40.13,60.91,42.07,83.59,95.15,58.47,42.07,48.21,33.25,40.53,54.1,97.19,93.87,17.15
Zacatecas,Guadalupe,76.71,29.53,93.84,56.86,69.45,80.36,63.38,43.53,95.0,46.08,51.77,53.98,51.31,56.86,28.84,65.41,75.94,74.28,67.28,86.94,71.42,0.0,43.68,100.0,42.99,70.6,100.0,0.0,86.18,71.65,36.29,0.0,65.25,82.2,75.96,36.48,80.62,51.31,82.2,,98.1,86.18,100.0,60.02,45.5,45.5,27.13,77.36,0.0,15.86,96.21,76.41,61.0,59.49,66.33,81.54,95.55,96.53,81.84,81.54,62.06,43.83,99.99,43.44,99.79,75.98,9.26
Zacatecas,Zacatecas,57.19,36.16,96.85,57.58,67.87,80.36,56.48,40.52,95.0,46.08,45.3,0.0,100.0,57.58,24.26,33.86,73.09,55.33,71.01,88.83,69.98,0.0,44.38,100.0,45.59,70.6,100.0,0.0,93.99,36.42,35.67,0.0,70.08,90.56,78.07,39.8,80.19,100.0,90.56,,82.54,93.99,100.0,57.62,50.52,50.52,32.01,80.64,0.0,14.11,97.36,58.59,56.93,54.3,67.76,69.29,75.39,97.01,83.03,69.29,64.92,48.25,67.71,43.44,99.66,83.06,33.98
